"review_title","review_rating","review_text","review_verified","page_number","agency_name","review_date"
"Recupero ricompense e costi su problemi di viaggio",5,"Persone disponibili che seguono il problema segnalato davvero senza alcun contributo",TRUE,175,"RimborsoalVolo.it ",2022-07-31 22:49:00
"Team serio e professionale a costi zero",5,"Il team di rimborso al volo è un team serio e professionale e tutto ciò che promette lo mantiene. Senza di loro non saremmo mai riusciti io e i miei amici ad avere il rimborso (avevamo già provato da soli a farci rimborsare, ma l'agenzia di volo ce lo aveva negato anche se era nei nostri diritti essere risarciti) arrivato tra l'altro a distanza di poco meno di un anno qualche giorno fa. Il team ci ha tenuti aggiornati di ogni novità riguardante il nostro rimborso per tutto il tempo in cui la pratica è rimasta aperta. Lo consiglio vivamente anche se spero di non dover più trovarmi a richiedere un risarcimento, ma se dovesse capitarmi so già che rivolgendomi a loro vado sul sicuro.",FALSE,175,"RimborsoalVolo.it ",2022-07-30 21:55:11
"Ottenuto dopo un anno lo stesso importo…",2,"Ottenuto dopo un anno lo stesso importo che la compagnia aerea mi aveva offerto, importo inferiore alle aspettative.",FALSE,175,"RimborsoalVolo.it ",2022-07-30 18:18:59
"Sono riuscita ad avere le spesse…",5,"Sono riuscita ad avere le spesse effettuate per cancellazione volo purtroppo la cancellazione è stata dovuta a uno sciopero nazionale e non sono riuscita ad avere il rimborso del biglietto",TRUE,175,"RimborsoalVolo.it ",2022-07-30 17:38:35
"servizio INTERAMENTE GRATUITO ed efficace",5,"Il servizio INTERAMENTE GRATUITO mi ha aiutata a recuperare una buona somma del volo che mi era stato cancellato causa covid, all’inizio della pandemia.Dopo due anni ho ricevuto un rimborso di circa 300€, e ringrazio RIMBORSO AL VOLO per il vostro prezioso aiuto! Consigliatissimo",TRUE,175,"RimborsoalVolo.it ",2022-07-30 14:00:27
"Finora ""Grazie Rimborso al volo ✈️""",5,"Ho chiesto aiuto a ""Rimborso al volo"" per un volo in ritardo per più di 3 ore ed ho ottenuto un risarcimento di 250€, un volo non fruito causa pandemia e mi è stato rimborsato il costo del biglietto, un volo cancellato e sto attendendo il risarcimento che arriverà a breve. Che dire?! Attenti, professionali e rispondono a tutti i dubbi in meno di 24 ore. Purtroppo c'è solo da attendere i tempi della giustizia italiana.",TRUE,175,"RimborsoalVolo.it ",2022-07-30 11:33:23
"1 anno giusto dal volo cancellato ho…",5,"1 anno giusto dal volo cancellato ho ricevuto il mio rimborso...grazie grazie  grazie",TRUE,175,"RimborsoalVolo.it ",2022-07-29 23:04:10
"5 stelle tutte meritate",5,"5 stelle tutte meritate. Ho ricevuto la compensazione dalla compagnia aerea pochi giorni dopo aver contattato rimborsoalvolo e dopo aver provato per mesi inutilmente da sola, compilando moduli, chattando con l’assistenza etc.",FALSE,175,"RimborsoalVolo.it ",2022-07-29 20:22:17
"Una bellissima esperienza.",5,"Una bellissima esperienza.Un servizio efficientissimo e trasparente. Entusiasta della serietà. Ringrazio ancora Rimborso a volo per aver fatto valere i miei diritti e lo sto consigliando a tutte le persone che conosco",TRUE,175,"RimborsoalVolo.it ",2022-07-29 15:42:50
"Perfetto !!!!",5,"Siamo stati seguiti alla perfezione, sempre informati di ciò che stava succedendo e delle prossime mosse pianificate. Siamo molto soddisfatti del rimborso finale. Grazie",TRUE,175,"RimborsoalVolo.it ",2022-07-28 19:14:41
"Rimborso avvenuto con successo",5,NA,TRUE,175,"RimborsoalVolo.it ",2022-07-28 12:07:00
"Servizio eccellente",5,"Occorre pazienza ma si ottiene il rimborso senza spese aggiuntive. Eccezionale",TRUE,175,"RimborsoalVolo.it ",2022-07-27 00:54:36
"Causa covid nella primavera del 2020…",5,"Causa covid nella primavera del 2020 sono stati annullati i voli della compagnia Vueling Santiago de Compostela -Cagliari. La richiesta  di rimborso alla Compagnia non ha trovato alcun riscontro. Grazie all'intervento gratuito di RimborsoalVolo, il 22 luglio 2022 ho ricevuto il bonifico dell'intera somma.Silvio Zucca",TRUE,175,"RimborsoalVolo.it ",2022-07-26 19:18:20
"Very good",5,"Numero uno della verità grazie mille",TRUE,175,"RimborsoalVolo.it ",2022-07-26 17:29:19
"Esperienza positiva",5,"La mia consulente Eleonora è stata fantastica , attenta nei minimi particolari e sempre disponibile",TRUE,175,"RimborsoalVolo.it ",2022-07-26 16:07:06
"Affidabili!",5,"È trascorso quasi un anno ma ho avuto il mio rimborso con gli interessi per un ritardo del volo di ritorno oltre le tre ore😉Rimborso al volo ha sempre risposto alle mie e mail spiegandomi pazientemente la procedura. Ringrazio davvero tanto!",TRUE,175,"RimborsoalVolo.it ",2022-07-26 16:02:47
"Rimborsoalvolo mi ha fatto ottenere un…",5,"Rimborsoalvolo mi ha fatto ottenere un risarcimento di € 1500 X 6 passeggeri per un ritardo di 4 ore sul volo Catania Budapest.Servizio veramente eccellente io tutto senza anticipare un solo euro !Ottimo !!! Consigliatissimo",TRUE,175,"RimborsoalVolo.it ",2022-07-26 15:12:26
"Sono felice di aver contattato rimborso…",5,"Sono felice di aver contattato rimborso al volo in quanto ho avuto un ritardo di un giorno intero per motivi sconosciuti del mio volo da parte di una compagnia low cost famosa. Grazie rimborso al volo ho avuto il giusto risarcimento",TRUE,175,"RimborsoalVolo.it ",2022-07-26 07:43:54
"Consiglio vivamente Rimborso al volo .",5,"Consiglio vivamente Rimborso al volo .Fin dall inizio e stato tutto semplice  , mi hanno tenuto informato costantemente e alla fine ho ottenuto il 100% del rimborso richiesto.Fantastici",TRUE,175,"RimborsoalVolo.it ",2022-07-25 19:17:50
"TOP professionalità e raggiungimento obiettivo.",5,"Devo dire che mi sono rivolta con scetticismo a rimborsoalvolo, mal che andasse non recuperavo nulla (come non mi fossi rivolta a nessuno). E invece ecco una gran sorpresa; sono stati sin da subito precisi nei contatti e meticolosi nella richiesta della documentazione utile al caso.Per un annullo volo rientro nel 2019 abbiamo dovuto affrontare ulteriori spese per rientrare a casa dalla Francia ( eravamo 4 amiche). Pochi gg fa ci hanno rimborsato tutte le spese e disagio senza che noi spendessimo un solo centesimo. Ovviamente le lungaggini dipendono dal sistema giustizia e per il 2020/2021 anche dal covid. Quindi, rivolgetevi sereni a rimborsoalvolo, avrete quello che vi spetta.Complimenti a tutto lo staff. Bravi e grazie ancora.Ivana.",FALSE,175,"RimborsoalVolo.it ",2022-07-25 18:11:01
"Veramente sorpreso",5,"Veramente sorpreso, seguito da sempre con risposte sempre chiare sempre online e infine arrivato 600 euro di rimborso... molto soddisfatto ero scetico fin che non vedesse arrivare il bonifico... dopo 5 mesi, ma é arrivato . Grazie ancora",TRUE,176,"RimborsoalVolo.it ",2022-07-25 17:35:25
"ottima assistenza e tanta disponibilità",5,NA,TRUE,176,"RimborsoalVolo.it ",2022-07-25 17:30:05
"Oltre al rimborso biglietti aerei…",5,"Oltre al rimborso biglietti aerei annullati dell'agenzia on line, per caso sul web ho notato la pagina di rimborso al volo.itTutto è nato spontaneamente ho descritto il mio problema i disagi subiti dalla compagnia aerea ho inviato quindi tutta la documentazione di 3 persone e sono stato seguito da loro passo dopo passo.Mi avevano promesso un risarcimento fino a 750 Euro, ero un po' titubante e incredulo ,invece dopo circa 7 mesi l'atro giorno mi è arrivato il bonifico.Sono rimasto stupefatto meravigliato, incredulo,invece è tutto vero...Sono davvero felice grazie di nuovo a rimborso al volo.it",TRUE,176,"RimborsoalVolo.it ",2022-07-25 16:54:02
"Rimborso corrisposto in toto e nei tempi richiesti",5,"Sono stato seguito in ogni fase dell'iter di rimborso, con la massima professionalità.",TRUE,176,"RimborsoalVolo.it ",2022-07-25 14:52:33
"Ottimo servizio",5,"Ottimo servizio, gentili e sopratutto efficienti, in meno di 12 mesi ho ottenuto il mio rimborso !Grazie mille",TRUE,176,"RimborsoalVolo.it ",2022-07-25 11:04:31
"Rimborso arrivato dopo 3 anni ..",5,"Rimborso arrivato dopo 3 anni ... questi sono i tempi della buracraziaSicuramente e senza di dubbio RimborsoalVolo.it è stato molto efficiente, professionale e poco invadente!Gran lavoro e servizio a 5 stelleI migliori!!!",TRUE,176,"RimborsoalVolo.it ",2022-07-25 10:53:26
"Ottima esperienza",5,"Ottima esperienza, si sono occupati di tutto e mi hanno permesso di ricevere il rimborso. Consiglio ""Rimborso al volo"" perché serio ed affidabile.",TRUE,176,"RimborsoalVolo.it ",2022-07-25 08:43:32
"Grazie Rimborso al volo",5,"Grazie Rimborso al volo! Ho finalmente ottenuto il rimborso dei biglietti dalla compagnia Vueling. L’agenzia è professionale Chiara ed efficiente. La consiglio a chi cerca inutilmente di contattare il servizio clienti di supporto della compagnia. Fidatevi! Buon lavoro “rimborso al volo “",TRUE,176,"RimborsoalVolo.it ",2022-07-24 10:22:13
"Ottimo aiuto",5,"Molto disponibili,risposte immediate e seri consiglio vivamente  in caso di bisogno",TRUE,176,"RimborsoalVolo.it ",2022-07-23 13:08:39
"Sono pienamente soddisfatta del…",5,"Sono pienamente soddisfatta del servizio, professionali,  gentili e tanto pazienti.In futuro mi rivolgerò sicuramente a loro.",TRUE,176,"RimborsoalVolo.it ",2022-07-22 12:16:17
"Ottimo servizio",5,"Sono riuscita ad ottenere un risarcimento dalla compagnia area grazie al loro aiuto. Professionali e disponibili. Consigliatissimo! Grazie mille!",TRUE,176,"RimborsoalVolo.it ",2022-07-21 18:57:12
"Ottimo!!!",5,"Ottima assistenza e cordialità lo consiglio assolutamente in caso di problemi",TRUE,176,"RimborsoalVolo.it ",2022-07-21 13:46:39
"Sono molto soddisfatta",5,"Sono molto soddisfatta! Problema risolto di modo molto professionale. Grazie rimborso al volo",TRUE,176,"RimborsoalVolo.it ",2022-07-21 11:36:03
"Preparati e competenti",4,"Purtroppo a causa della pandemia il giudice ha rimandato più volte il giorno dell’udienza ma lo staff ha continuamente seguito la pratica sino al suo esito positivo.Spero di no ma se dovessi avere bisogno so a chi rivolgermi.",TRUE,176,"RimborsoalVolo.it ",2022-07-20 20:33:35
"Che dire? Tutto come promesso.",5,"Tutto andato come promesso. La compagnia aerea ha fatto sudare per 1 anno senza rispondere, ma nel momento in cui Rimborso al volo è passato per vie legali, hanno risposto in 2 giorni. Ricevuto indennizzo come promesso. Molto soddisfatto.",TRUE,176,"RimborsoalVolo.it ",2022-07-20 14:57:27
"Efficacia",5,"Efficacia, cortesia e chiarezza: 3 parole per descrivere la mia esperienza con RimborsoalVolo.it.Grazie a loro sono stata integralente rimborsata dalla compagnia TAP.",TRUE,176,"RimborsoalVolo.it ",2022-07-20 13:50:11
"Ottimo",5,"Ottimo. Seguono passo per passo la pratica, ti aggiornano su tutto. Seri e professionali. Ho aspettato quasi un anno per la burocrazia dei tribunali e altro. Ma alla fine hanno rimborsato tutto compreso le spese da ne sostenute. Ottima teem di avvocati. Consigliatissimo.",FALSE,176,"RimborsoalVolo.it ",2022-07-19 16:04:27
"Abbiamo avuto un'ottima assistenza",5,"Abbiamo avuto un'ottima assistenza, gratuitamente,comunicazioni continue e precise.Da consigliare sicuramente",TRUE,176,"RimborsoalVolo.it ",2022-07-19 15:35:21
"Top!!!!",5,"Top! Dopo circa sei mesi mi è arrivato il rimborso! Mi hanno sempre risposto alle mail. Tantissima professionalità per un servizio gratuito!!!",TRUE,176,"RimborsoalVolo.it ",2022-07-19 02:27:26
"Tempistiche Deposito Sentenza",5,"Non riesco a mettermi più in contatto con voi perciò proverò a scrivervi da qui.Intanto vi metto 3 stelle perché, nonostante siano passati 3 anni tutti ancora non ho ricevuto nessun rimborso(motivo per il quale dovrei mettere 1 sola stella) ma essendo che il servizio è GRATUITO(motivo per il quale dovrei mettere 5 stelle) ritengo corretto metterne 3 al momento.Ho un ticket aperto con voi, n.40939.Tutto l'iter giuridico si è concluso alla fine di gennaio del 2022 e da allora sono in attesa del deposito della sentenza del giudice, attesa per il quale, come specificate voi, possono trascorre anche diversi mesi.Bene, ho scritto un po' di settimane(mese?) all'operatore/trice che ha seguito la mia vicenda e non ho più ricevuto risposta alcuna.....Aggiungo che in data odierna ho provato a contattarvi telefonicamente e dopo aver seguito una voce guida fino ad ""attenda che verrà messo in contatto con i nostri operatori"" la chiamata viene improvvisamente interrotta; a questo punto, pensando si tratti solo di un problema casuale, ripeto più volte l'operazione ottenendo sempre lo stesso risultato perciò decido di rinunciare e scrivere qui....Indicativamente, giusto per farsi un'idea perché ormai sono passati 3 anni, mese più mese meno conta poco, quanto tempo bisogna ancora aspettare prima che il giudice depositi questa sentenza? Perché nello scrivere diversi mesi potete intendere tutto e/o nulla come per dire ""domani potrebbe piovere ma potrebbe anche esserci il sole"".Avrei bisogno di conoscere ""indicativamente"" le tempistiche che ci mette un giudice per depositare una sentenza perché a questo punto credo abbiano una scadenza limite, non penso possano protrarla per anni!.Cordiali saluti.DavideAGGIORNAMENTO 18.07.2022Aggiorno a 4 stelle per la celerità e l'interesse mostrato dalla Compagnia per avermi contattato nemmeno un'ora dopo la pubblicazione della recensione.Spero in un esito celere e positivo dell'iter per modificare in 5 stelle 🤣.AGGIORNAMENTO 27.02.2023Signori che dire?? Dopo ben 4 anni, ieri è finalmente arrivata la notizia che aspettavo, la sentenza del Giudice è stata depositata e grazie a RIMBORSOALVOLO abbiamo VINTO!!! Non mi sembra ancora vero.Ringrazio moltissimo tutto il personale che si è interessato e impegnato in questa lunga, lunghissima causa.Non mi rimane che un'ultima domanda. Nel corpo della mail che mi avete mandato mi dice di comunicare l'IBAN entro 24h ma dato che già lo avevo comunicato non me lo fa più inserire; è sufficiente averlo comunicato a suo tempo?.",FALSE,176,"RimborsoalVolo.it ",2023-02-27 15:28:44
"Ottimo servizio",5,"Sono stato accompagnato minuziosamente nella pratica legale e prontamente aggiornato sugli sviluppi.Ottimo servizio.",TRUE,177,"RimborsoalVolo.it ",2022-07-18 11:04:53
"Ottimo servizio",5,"Buongiorno, all'inizio ero un po' scettico sul servizio data la sua gratuità, mi é stato detto sin da subito che l'iter sarebbe stato un pó lungo ma mi sono detto proviamo lo stesso.Sono stato sempre informato dell'andamento della procedura con costanza è puntualità.Alla fine sono stato rimborsato senza alcuna decurtazione né spese.Che dire FANTASTICO",TRUE,177,"RimborsoalVolo.it ",2022-07-17 18:36:02
"PESSIMA SERIETÀ’!",1,"PESSIMA SERIETÀ’!Due anni e un mese che aspettiamo il rimborso per un volo con 11 ore di ritardo e danno la colpa al giudice di pace che segue la pratica!! Viva lo scarica barile!! E neanche rispondono alle e mail! Non affidatevi a questa società!!",FALSE,177,"RimborsoalVolo.it ",2022-07-17 18:33:35
"Ottimo",5,"Precisi e professionali. Ho caricato la documentazione che mi hanno richiesto sulla piattaforma. Mi hanno sempre aggiornato sull'avanzamento della pratica mediante mail. Ho ottenuto il rimborso direttamente sul mio conto",TRUE,177,"RimborsoalVolo.it ",2022-07-16 21:05:37
"Rimborso oltre il costo del biglietto Ottenuto",4,"Mi hanno fatto ottenere un rimborso più  alto del costo del biglietto, per un volo cancellato durante il Covid senza preavviso,da easyjet, celeri nelle risposte.",TRUE,177,"RimborsoalVolo.it ",2022-07-16 17:36:53
"Disponibili",5,"Disponibili, precisi, professionali",TRUE,177,"RimborsoalVolo.it ",2022-07-16 17:12:32
"Serietà e professionalità.",5,"A seguito di una cancellazione volo ho tentato in tutti i modi previsti di contattare la compagnia Vueling per il rimborso, senza avere alcun risultato. Ho scoperto quasi per caso il sito ""Rimborsoalvolo.it"", rivolgendomi a loro. Inizialmente ero un po' scettico, ma mi sono dovuto ricredere, ho riscontrato professionalità, serietà, gentilezza e onestà. Grazie a loro ho ricevuto, dopo circa due anni, l'intera somma versata del biglietto aereo. Il tutto gratuitamente. Molto soddisfatto. Grazie a Rimborsoalvolo ed in particolare a Tania e Marialaura e a tutti coloro che hanno seguito la mia pratica...grazie.",TRUE,177,"RimborsoalVolo.it ",2022-07-16 15:25:40
"Ottimo servizio",5,"Ci é voluto un po' di tempo ma sono riusciti a farmi avere il rimborso del volo da easyJet che mi aveva cancellato uno dei primi voli per la pandemia.A differenza di altri non chiedono pagamenti o percentuali sui rimborsi.",TRUE,177,"RimborsoalVolo.it ",2022-07-16 13:10:06
"Rimborso senza stress",5,"Un ottimo servizio senza alcuno stress. Da quando ho inserito la richiesta di supporto fino al ricevimento del rimborso sono stato seguito passo passo… da pubblicizzare di più",TRUE,177,"RimborsoalVolo.it ",2022-07-16 11:56:26
"Sito eccezzionale nella difesa d'el…",5,"Sito eccezzionale nella difesa d'el passegiero grazie.",TRUE,177,"RimborsoalVolo.it ",2022-07-16 11:50:34
"Hanno superato le mie aspettative!",5,"RimborsoalVolo è stata una piacevole scoperta a seguito di un problema con Ryanair (5,30 ore di ritardo).La procedura per chiedere il loro aiuto è stata semplicissima, completamente user friendly e il servizio impeccabile. Il tutto oltretutto è successo in piena pandemia, non mi aspettavo una risoluzione a mio favore in tempi accettabili.Assolutamente consigliati!",FALSE,177,"RimborsoalVolo.it ",2022-07-15 15:32:40
"Eficientussimi",5,"Dopo aver cancellato il mio volo, la compagnia Vueling ha fatto in modo che fosse praticamente impossibile chiederne il rimborso. Grazie a Rimborso al volo sono riuscito ad ottenerne ciò che mi spettava",TRUE,177,"RimborsoalVolo.it ",2022-07-14 18:46:54
"Ottima esperienza !!!",5,NA,TRUE,177,"RimborsoalVolo.it ",2022-07-14 18:43:35
"Havana linate via madrid",5,"Havana...partenza 22,30..imbarco alle 05,30 arrivo a Madrid e ovviamente perso il volo di ritorno che ho preso il giorno dopo.mi sono rivolto a RIMBORSO ALVOLO.IT che senza alcuna spesa mi ha fatto ottenete un congruo rimborso che mi è stato accreditato sul mio conto dopo circa 5 mesi. Grazie per il vostro interessamento e impegno.Ricordatevi...RIMBORSO AL VOLO..TOP.",TRUE,177,"RimborsoalVolo.it ",2022-07-14 14:00:48
"Ottimo servizio",5,"Ottimo servizio. Assistenza accurata per tutta la durata della pratica. Rimborso al volo è una certezza!",TRUE,177,"RimborsoalVolo.it ",2022-07-14 12:15:03
"Persone affidabili e cordiali",5,"Persone affidabili e cordiali. Grazie mille dell'aiuto.",TRUE,177,"RimborsoalVolo.it ",2022-07-14 12:08:15
"Dopo uno scambio mail di circa 7 gg su…",5,"Dopo uno scambio mail di circa 7 gg su è giunti alla desiderata, il consulente è stato efficace e molto professionale.Rimborso arrivato in breve tempo",TRUE,177,"RimborsoalVolo.it ",2022-07-14 11:48:34
"Excelente modo così de essere",5,"Li ringrazio tanta",TRUE,177,"RimborsoalVolo.it ",2022-07-12 22:14:58
"Efficientissimi",5,"Efficientissimi. Recuperati 500 euro grazie a loro senza alcuno sforzo",TRUE,177,"RimborsoalVolo.it ",2022-07-11 21:22:31
"Una positiva esperienza con RimborsoalVolo",5,"Il volo su cui viaggiavo era arrivato a destinazione con un ritardo superiore alle 3 ore. Mi ero quindi rivolto alla compagnia per una richiesta di risarcimento, senza nessuna risposta e tanto meno senza nessun esito positivo.Mi sono quindi rivolto a RimborsoalVolo e, grazie a loro, il tutto si è risolto nel miglior dei modi.Oltre alla loro indubbia competenza, vorrei evidenziare che durante il lungo protrarsi della vertenza, sono sempre stato aggiornato sugli sviluppi della stessa ed ho anche ricevuto pronta risposta ad ogni mia domanda da parte del loro servizio clienti.",TRUE,177,"RimborsoalVolo.it ",2022-07-11 17:12:38
"Fantastici",5,"Fantastici, si sono presi carico di tutto dall'inizio alla fine. Non ci volevo credere",TRUE,178,"RimborsoalVolo.it ",2022-07-11 16:45:56
"Professionali",5,"Molto professionali e veloci nelle risposte.",TRUE,178,"RimborsoalVolo.it ",2022-07-11 15:28:21
"In seguito all'annullamento di un volo…",5,"In seguito all'annullamento di un volo nazionale  del settembre 2021,ho fatto domanda di risarcimento presso Rimborsoalvolo . Risarcimento che ho ricevuto puntualmente nel periodo previsto . Pertanto la mia valutazione è totalmente positiva.",TRUE,178,"RimborsoalVolo.it ",2022-07-11 13:02:53
"Poco precisi e affidabili",1,"Poco precisi e affidabili, da più di 4 anni aspetto di ricevere un rimborso di un volo cancellato. Non entrando nel merito del perché di questa lungaggine l'esperienza rimane comunque negativa dal momento che per ricevere informazioni e/o novità riguardo questa odissea burocratica ho dovuto spesso inviare numerose email a cui mi si rispondeva in maniera compassata e non esaustiva.PS:Alla luce della risposta mi preoccupo ancora di più perché io non ho mai ricevuto alcun rimborso! Anzi una sua collega mi ha comunicato ad inizio giugno (dopo mio ennesimo sollecito) che era stato effettuato un'atto di precetto, proprio perché la compagnia non voleva risarcirmi. Spero a questo punto che non sia stato pagato qualcun altro al posto mio.",TRUE,178,"RimborsoalVolo.it ",2022-07-11 15:24:58
"Consigliati",5,"Personale cordiale e sempre disponibile.. nonostante il covid e le lunghe tempistiche sono riuscita ad ottenere grazie a loro il rimborso tanto atteso del volo cancellato dopo 3 anni.",TRUE,178,"RimborsoalVolo.it ",2022-07-11 12:05:58
"Professionalità e velocità",5,"Professionalità e velocità, cortesia e dedizione al proprio lavoro.Questo è ciò che ho trovato.Tante grazie",TRUE,178,"RimborsoalVolo.it ",2022-07-11 10:06:05
"Ci è voluto tempo",5,"Ci è voluto tempo, ma hanno fatto quel che hanno promesso: mi hanno fatto ottenere il rimborso",TRUE,178,"RimborsoalVolo.it ",2022-07-10 09:45:09
"Esperienza fantastica",5,"Esperienza fantastica! Ti seguono passo per passo e ti aggiornano in tempo reale su tutto. Consigliatissimo",TRUE,178,"RimborsoalVolo.it ",2022-07-09 17:08:55
"Consiglio!!",5,"Ci sono voluti un po' di mesi ma alla fine ho ottenuto il rimborso per un volo cancellato all'ultimo.Ottimo, consigliato!",TRUE,178,"RimborsoalVolo.it ",2022-07-09 15:58:18
"Ottimo servizio!",5,"Ottimo servizio!! Super consigliati!!!",TRUE,178,"RimborsoalVolo.it ",2022-07-09 12:21:51
"Ho subito un annullamento di un volo e…",5,"Ho subito un annullamento di un volo e i ragazzi di Rimborso Al Volo hanno preso subito in lavorazione la mia causa ottenendo un rimborso. Sono stati sempre disponibili, rapidi nelle risposte e chiari. 100% consigliato",TRUE,178,"RimborsoalVolo.it ",2022-07-09 09:48:28
"Rimborso ritardo aereo",5,"Grazie a RimborsoalVolo.it ho ottenuto il rimborso da una compagnia aerea per un ritardo superiore alle tre ore. Società attenta, disponibile e fatta di professionisti. Comunicazione veloce per avvio pratica . Grazie ancora",FALSE,178,"RimborsoalVolo.it ",2022-07-09 09:34:16
"Molto professionali e rapidi",4,"Molto professionali e rapidi, purtroppo la mail con la richiesta dell’iban per il rimborso è finita nello spam e abbiamo perso tre mesi … Ora attendiamo il rimborso da parte della compagnia aerea!",TRUE,178,"RimborsoalVolo.it ",2022-07-08 06:09:40
"Mi sono trovata molto bene",5,"Mi sono trovata molto bene, occorre pazienza per i tempi ma per ben 2 volte mi hanno assistita con successo.",TRUE,178,"RimborsoalVolo.it ",2022-07-07 18:35:13
"Rimborso al Volo - lo consiglio!",5,"Rimborso al Volo ha preso in carica tre pratiche per due voli cancellati e uno in ritardo. La procedura è abbastanza semplice, bastano pochi dati e hanno risolto il problema velocemente. In pochi mesi sono riusciti a farmi ottenere il rimborso che avevo richiesto. Lo consiglio.",TRUE,178,"RimborsoalVolo.it ",2022-07-07 16:32:27
"Rimborso per volo cancellato",5,"Fare richiesta tramite il sito è stato veramente facile e veloce. Avendo conservato tutte le ricevute delle spese extra causate dalla cancellazione del mio volo, mi sono state rimborsate anche quelle. Ho ricevuto il rimborso dopo 6 mesi dalla cancellazione del volo, senza nessuna spesa, eseguendo tutto il processo via email. Una maniera perfetta per rimborsare il tuo volo, consiglio al 100% e sicuramente mi riferirò a loro in futuro in caso di altre cancellazione dei voli!",TRUE,178,"RimborsoalVolo.it ",2022-07-07 11:52:21
"Professionali e precisi nel gestire la…",5,"Professionali e precisi nel gestire la pratica di rimborso, consiglio vivamente di rivolgersi a questo team di esperti. Super soddisfatto.",TRUE,178,"RimborsoalVolo.it ",2022-07-07 11:29:08
"rimborso per cancellazione volo",4,"I contatti via mail sono stati rapidi ed efficienti.Periodicamente venivano comunicati i tempi di procedura della pratica.Il rimborso è stato accreditato sul conto corrente dopo 8 mesi dal conferimento del mandato.",TRUE,178,"RimborsoalVolo.it ",2022-07-06 18:56:27
"Professionali accurati e affidabili",5,"Grazie alla professionalità, accuratezza e gentilezza di tutto lo staff di Rimborsoalvolo ho ottenuto un pieno risarcimento da RyanAir per una cancellazione di volo, nonostante a me la compagnia lo avesse più volte negato.Viva il Diritto e viva RimborsoalVolo!!! Consigliatissimo",TRUE,178,"RimborsoalVolo.it ",2022-07-06 16:37:07
"Ottimo",5,"Ottimo in tutto",TRUE,178,"RimborsoalVolo.it ",2022-07-06 15:45:39
"Ottimo",5,"Il mio volo con scalo diretto a Montreal ha avuto un ritardo superiore a 3h. Io e mia moglie abbiamo ricevuto entrambi 600€ a testa. Precisi, rapidi e professionali. Consigliatissimi.",FALSE,179,"RimborsoalVolo.it ",2022-07-06 13:05:40
"Pensavo fosse una causa persa ed invece…",5,"Pensavo fosse una causa persa ed invece dopo 2 anni sono riuscita a recuperare l’intero importo del miovolo perso a causa lockdown 2020.Meravigliosi",TRUE,179,"RimborsoalVolo.it ",2022-07-06 11:32:10
"Molto soddisfatto",5,NA,TRUE,179,"RimborsoalVolo.it ",2022-07-04 21:33:51
"TUTTO MOLTO FACILE E DETTAGLIATO.",5,"Buonasera, in merito ad un ritardo di circa 4/5 ore per motivi tecnici cercando su google e sui social mi sono affidato senza impegno e senza anticipare soldi a RIMBORSO AL VOLO, devo dire che sono rimasto meravigliato sono molto bravi e preparati.-ottimo",TRUE,179,"RimborsoalVolo.it ",2022-07-04 18:24:13
"buon servizio",4,"Ho gradito il Vostro servizio",TRUE,179,"RimborsoalVolo.it ",2022-07-04 16:05:07
"Sono stati eccezionali!!!!",5,"Sono stati eccezionali!!!!! In poche settimane mi hanno fatto avere il rimborso da Ryanair dopo oltre un e mezzo che attendevo.",TRUE,179,"RimborsoalVolo.it ",2022-07-04 16:00:19
"Per ben due volte ho avuto bisogno di…",5,"Per ben due volte ho avuto bisogno di Rimborso al volo e in entrambe le situazioni nel giro di pochi mesi ho ottenuto il rimborso dalle compagnie che, nonostante molte richieste da parte mia, non hanno mai onorato il loro debito nei mie confronti.",TRUE,179,"RimborsoalVolo.it ",2022-07-04 15:52:15
"RIMBORSOALVOLO è qualcosa di unico nel…",5,"RIMBORSOALVOLO è qualcosa di unico nel panorama Italiano, mai visto tanta serietà, puntualità, precisione e correttezza!!!!!!! Per la prima volta su suggerimento di un compagno di sventura aerea, ho utilizzato il servizio e sono rimasto icredibilmente stupito per il supporto che passo passo ho ricevuto per ottenere un rimborso da Ryanair, rimborso ottenuto nel giro di 4/5 mesi dall'inoltro della mia richiesta a Rimborsoalvolo. GRAZIE GRAZIE GRAZIE",TRUE,179,"RimborsoalVolo.it ",2022-07-04 15:14:20
"complimenti",5,NA,TRUE,179,"RimborsoalVolo.it ",2022-07-04 13:14:40
"Rimborso molto veloce",5,"Non credo ai tempi celeri del rimborso del volo... grazie al servizio e fidatevi!!!",TRUE,179,"RimborsoalVolo.it ",2022-07-04 13:02:04
"Eccezionali !!!",5,"Sono stati molto professionali e competenti. Ottenuto il rimborso totale dopo circa 2 anni, da quei banditi di Ryanair !!!Bravissimi",TRUE,179,"RimborsoalVolo.it ",2022-07-04 12:09:36
"Dopo aver fatto innumerevoli tentativi…",5,"Dopo aver fatto innumerevoli tentativi per avere un risarcimento  (per una serie di disguidi e ritardi per un volo che è stato rimandato più volte e poi non è partito, causandoci una serie di disagi) da una  compagnia aerea da cui non riuscivamo mai ad avere risposte esaustive, mi sono rovolta a RimborsoalVolo.it e in pochi mesi abbiamo ottenuto il risarcimento che ci spettava.",TRUE,179,"RimborsoalVolo.it ",2022-07-04 10:50:22
